Lead_1,Lead_2,Lead_3,Lead_4,Lead_5,Lead_6,Lead_7,Lead_8,Lead_9,Lead_10,Lead_11,Lead_12
-0.334091,-0.381818,-0.396136,-0.439091,-0.391364,-0.310227,,,,,,
-0.310227,-0.353182,-0.391364,-0.467727,-0.386591,-0.291136,,,,,,
-0.295909,-0.343636,-0.400909,-0.472500,-0.381818,-0.295909,,,,,,
-0.324545,-0.377045,-0.405682,-0.453409,-0.391364,-0.315000,,,,,,
-0.343636,-0.396136,-0.400909,-0.424773,-0.396136,-0.319773,,,,,,
-0.348409,-0.410455,-0.420000,-0.415227,-0.396136,-0.334091,,,,,,
-0.348409,-0.415227,-0.424773,-0.415227,-0.386591,-0.334091,,,,,,
-0.338864,-0.420000,-0.424773,-0.420000,-0.386591,-0.338864,,,,,,
-0.343636,-0.429545,-0.429545,-0.410455,-0.386591,-0.343636,,,,,,
-0.353182,-0.439091,-0.424773,-0.405682,-0.386591,-0.343636,,,,,,
-0.357955,-0.434318,-0.424773,-0.405682,-0.386591,-0.343636,,,,,,
-0.357955,-0.443864,-0.429545,-0.396136,-0.386591,-0.348409,,,,,,
-0.367500,-0.453409,-0.424773,-0.386591,-0.391364,-0.353182,,,,,,
-0.367500,-0.443864,-0.424773,-0.391364,-0.400909,-0.343636,,,,,,
-0.357955,-0.439091,-0.424773,-0.396136,-0.396136,-0.343636,,,,,,
-0.357955,-0.443864,-0.429545,-0.396136,-0.386591,-0.348409,,,,,,
-0.362727,-0.458182,-0.439091,-0.391364,-0.386591,-0.357955,,,,,,
-0.367500,-0.467727,-0.443864,-0.386591,-0.386591,-0.367500,,,,,,
-0.367500,-0.467727,-0.448636,-0.386591,-0.386591,-0.372273,,,,,,
-0.357955,-0.462955,-0.443864,-0.386591,-0.386591,-0.362727,,,,,,
-0.357955,-0.453409,-0.434318,-0.391364,-0.386591,-0.357955,,,,,,
-0.362727,-0.453409,-0.434318,-0.396136,-0.386591,-0.357955,,,,,,
-0.367500,-0.458182,-0.439091,-0.386591,-0.386591,-0.367500,,,,,,
-0.357955,-0.462955,-0.443864,-0.391364,-0.386591,-0.362727,,,,,,
-0.357955,-0.453409,-0.443864,-0.396136,-0.386591,-0.362727,,,,,,
-0.362727,-0.453409,-0.434318,-0.396136,-0.386591,-0.362727,,,,,,
-0.357955,-0.443864,-0.424773,-0.396136,-0.391364,-0.353182,,,,,,
-0.367500,-0.453409,-0.429545,-0.386591,-0.391364,-0.357955,,,,,,
-0.381818,-0.472500,-0.434318,-0.367500,-0.400909,-0.367500,,,,,,
-0.396136,-0.477273,-0.434318,-0.367500,-0.405682,-0.372273,,,,,,
-0.386591,-0.467727,-0.424773,-0.372273,-0.405682,-0.357955,,,,,,
-0.372273,-0.453409,-0.429545,-0.386591,-0.391364,-0.353182,,,,,,
-0.357955,-0.443864,-0.434318,-0.400909,-0.386591,-0.353182,,,,,,
-0.362727,-0.458182,-0.439091,-0.391364,-0.386591,-0.362727,,,,,,
-0.377045,-0.467727,-0.434318,-0.377045,-0.391364,-0.362727,,,,,,
-0.381818,-0.458182,-0.415227,-0.377045,-0.410455,-0.348409,,,,,,
-0.386591,-0.443864,-0.415227,-0.381818,-0.415227,-0.338864,,,,,,
-0.377045,-0.434318,-0.415227,-0.391364,-0.405682,-0.334091,,,,,,
-0.367500,-0.439091,-0.420000,-0.396136,-0.405682,-0.343636,,,,,,
-0.372273,-0.443864,-0.424773,-0.396136,-0.405682,-0.343636,,,,,,
-0.381818,-0.448636,-0.420000,-0.386591,-0.410455,-0.343636,,,,,,
-0.386591,-0.458182,-0.424773,-0.377045,-0.405682,-0.353182,,,,,,
-0.386591,-0.462955,-0.424773,-0.377045,-0.405682,-0.353182,,,,,,
-0.377045,-0.453409,-0.424773,-0.381818,-0.405682,-0.353182,,,,,,
-0.367500,-0.443864,-0.424773,-0.391364,-0.396136,-0.343636,,,,,,
-0.372273,-0.439091,-0.415227,-0.396136,-0.400909,-0.334091,,,,,,
-0.381818,-0.448636,-0.415227,-0.386591,-0.415227,-0.343636,,,,,,
-0.381818,-0.443864,-0.415227,-0.391364,-0.405682,-0.343636,,,,,,
-0.362727,-0.429545,-0.415227,-0.405682,-0.405682,-0.334091,,,,,,
-0.357955,-0.410455,-0.400909,-0.420000,-0.410455,-0.324545,,,,,,
-0.357955,-0.396136,-0.381818,-0.424773,-0.420000,-0.310227,,,,,,
-0.367500,-0.391364,-0.362727,-0.424773,-0.429545,-0.300682,,,,,,
-0.367500,-0.391364,-0.362727,-0.424773,-0.434318,-0.300682,,,,,,
-0.367500,-0.396136,-0.367500,-0.424773,-0.424773,-0.305455,,,,,,
-0.353182,-0.386591,-0.381818,-0.424773,-0.415227,-0.305455,,,,,,
-0.338864,-0.391364,-0.396136,-0.429545,-0.396136,-0.315000,,,,,,
-0.338864,-0.405682,-0.410455,-0.424773,-0.391364,-0.324545,,,,,,
-0.348409,-0.405682,-0.405682,-0.424773,-0.400909,-0.324545,,,,,,
-0.348409,-0.396136,-0.396136,-0.424773,-0.405682,-0.315000,,,,,,
-0.343636,-0.396136,-0.396136,-0.424773,-0.405682,-0.315000,,,,,,
-0.348409,-0.405682,-0.400909,-0.424773,-0.405682,-0.324545,,,,,,
-0.353182,-0.405682,-0.396136,-0.424773,-0.405682,-0.324545,,,,,,
-0.357955,-0.410455,-0.400909,-0.424773,-0.405682,-0.324545,,,,,,
-0.357955,-0.420000,-0.410455,-0.410455,-0.396136,-0.334091,,,,,,
-0.362727,-0.439091,-0.420000,-0.396136,-0.396136,-0.343636,,,,,,
-0.372273,-0.453409,-0.424773,-0.386591,-0.400909,-0.353182,,,,,,
-0.391364,-0.458182,-0.424773,-0.377045,-0.410455,-0.353182,,,,,,
-0.396136,-0.462955,-0.420000,-0.377045,-0.415227,-0.353182,,,,,,
-0.396136,-0.462955,-0.424773,-0.367500,-0.415227,-0.353182,,,,,,
-0.396136,-0.462955,-0.424773,-0.367500,-0.415227,-0.353182,,,,,,
-0.396136,-0.462955,-0.415227,-0.367500,-0.420000,-0.353182,,,,,,
-0.396136,-0.462955,-0.420000,-0.372273,-0.415227,-0.353182,,,,,,
-0.386591,-0.448636,-0.415227,-0.381818,-0.415227,-0.343636,,,,,,
-0.386591,-0.448636,-0.415227,-0.386591,-0.415227,-0.343636,,,,,,
-0.391364,-0.462955,-0.424773,-0.367500,-0.415227,-0.353182,,,,,,
-0.400909,-0.472500,-0.424773,-0.367500,-0.415227,-0.362727,,,,,,
-0.410455,-0.472500,-0.415227,-0.357955,-0.424773,-0.353182,,,,,,
-0.415227,-0.462955,-0.405682,-0.357955,-0.434318,-0.343636,,,,,,
-0.396136,-0.434318,-0.391364,-0.381818,-0.424773,-0.334091,,,,,,
-0.319773,-0.348409,-0.372273,-0.458182,-0.400909,-0.286364,,,,,,
-0.185739,-0.201285,-0.372273,-0.606136,-0.334091,-0.210000,,,,,,
-0.023864,-0.034841,-0.367500,-0.763636,-0.262500,-0.118258,,,,,,
0.090682,0.095455,-0.343636,-0.897273,-0.219545,-0.047727,,,,,,
0.094091,0.128864,-0.324545,-0.906818,-0.224318,-0.019091,,,,,,
0.004773,0.019091,-0.329318,-0.811364,-0.272045,-0.071591,,,,,,
-0.133636,-0.138409,-0.348409,-0.663409,-0.329318,-0.152727,,,,,,
-0.246446,-0.267273,-0.357955,-0.535280,-0.377045,-0.229091,,,,,,
-0.334091,-0.362727,-0.377045,-0.448636,-0.410455,-0.291136,,,,,,
-0.386591,-0.415227,-0.386591,-0.396136,-0.429545,-0.324545,,,,,,
-0.396136,-0.443864,-0.396136,-0.381818,-0.424773,-0.334091,,,,,,
-0.386591,-0.458182,-0.420000,-0.377045,-0.405682,-0.353182,,,,,,
-0.386591,-0.467727,-0.424773,-0.367500,-0.405682,-0.357955,,,,,,
-0.386591,-0.462955,-0.424773,-0.377045,-0.410455,-0.353182,,,,,,
-0.386591,-0.453409,-0.415227,-0.381818,-0.415227,-0.343636,,,,,,
-0.386591,-0.458182,-0.420000,-0.377045,-0.405682,-0.353182,,,,,,
-0.391364,-0.467727,-0.424773,-0.367500,-0.405682,-0.362727,,,,,,
-0.396136,-0.477273,-0.424773,-0.367500,-0.410455,-0.362727,,,,,,
-0.400909,-0.477273,-0.424773,-0.357955,-0.415227,-0.367500,,,,,,
-0.400909,-0.482045,-0.424773,-0.357955,-0.415227,-0.372273,,,,,,
-0.386591,-0.472500,-0.424773,-0.362727,-0.405682,-0.362727,,,,,,
-0.381818,-0.462955,-0.424773,-0.372273,-0.405682,-0.362727,,,,,,
-0.377045,-0.462955,-0.424773,-0.377045,-0.396136,-0.362727,,,,,,
-0.381818,-0.467727,-0.429545,-0.377045,-0.400909,-0.362727,,,,,,
-0.381818,-0.467727,-0.429545,-0.377045,-0.396136,-0.362727,,,,,,
-0.377045,-0.453409,-0.424773,-0.386591,-0.400909,-0.348409,,,,,,
-0.377045,-0.443864,-0.424773,-0.391364,-0.405682,-0.343636,,,,,,
-0.377045,-0.458182,-0.424773,-0.377045,-0.396136,-0.353182,,,,,,
-0.381818,-0.467727,-0.429545,-0.377045,-0.396136,-0.362727,,,,,,
-0.391364,-0.477273,-0.434318,-0.362727,-0.400909,-0.367500,,,,,,
-0.396136,-0.482045,-0.434318,-0.362727,-0.405682,-0.372273,,,,,,
-0.386591,-0.472500,-0.434318,-0.367500,-0.405682,-0.372273,,,,,,
-0.391364,-0.477273,-0.424773,-0.362727,-0.405682,-0.372273,,,,,,
-0.396136,-0.482045,-0.424773,-0.357955,-0.410455,-0.362727,,,,,,
-0.386591,-0.472500,-0.424773,-0.362727,-0.405682,-0.362727,,,,,,
-0.377045,-0.458182,-0.424773,-0.386591,-0.396136,-0.353182,,,,,,
-0.357955,-0.439091,-0.424773,-0.400909,-0.386591,-0.343636,,,,,,
-0.338864,-0.424773,-0.424773,-0.410455,-0.386591,-0.334091,,,,,,
-0.343636,-0.424773,-0.424773,-0.415227,-0.386591,-0.338864,,,,,,
-0.348409,-0.429545,-0.424773,-0.405682,-0.386591,-0.343636,,,,,,
-0.343636,-0.420000,-0.420000,-0.415227,-0.391364,-0.334091,,,,,,
-0.338864,-0.405682,-0.415227,-0.424773,-0.391364,-0.329318,,,,,,
-0.338864,-0.405682,-0.405682,-0.424773,-0.396136,-0.329318,,,,,,
-0.343636,-0.410455,-0.415227,-0.424773,-0.396136,-0.329318,,,,,,
-0.329318,-0.391364,-0.405682,-0.434318,-0.386591,-0.319773,,,,,,
-0.315000,-0.367500,-0.405682,-0.453409,-0.386591,-0.310227,,,,,,
-0.310227,-0.367500,-0.405682,-0.462955,-0.386591,-0.315000,,,,,,
-0.315000,-0.367500,-0.405682,-0.462955,-0.386591,-0.315000,,,,,,
-0.329318,-0.381818,-0.396136,-0.439091,-0.396136,-0.315000,,,,,,
-0.343636,-0.391364,-0.386591,-0.429545,-0.410455,-0.310227,,,,,,
-0.338864,-0.372273,-0.386591,-0.439091,-0.405682,-0.305455,,,,,,
-0.329318,-0.357955,-0.386591,-0.458182,-0.396136,-0.295909,,,,,,
-0.329318,-0.348409,-0.377045,-0.462955,-0.400909,-0.286364,,,,,,
-0.329318,-0.338864,-0.367500,-0.462955,-0.405682,-0.276818,,,,,,
-0.319773,-0.338864,-0.372273,-0.467727,-0.396136,-0.281591,,,,,,
-0.319773,-0.353182,-0.381818,-0.462955,-0.396136,-0.291136,,,,,,
-0.324545,-0.367500,-0.391364,-0.448636,-0.391364,-0.300682,,,,,,
-0.334091,-0.386591,-0.396136,-0.434318,-0.396136,-0.310227,,,,,,
-0.343636,-0.396136,-0.396136,-0.424773,-0.400909,-0.324545,,,,,,
-0.338864,-0.396136,-0.396136,-0.429545,-0.405682,-0.315000,,,,,,
-0.338864,-0.396136,-0.400909,-0.424773,-0.396136,-0.319773,,,,,,
-0.343636,-0.410455,-0.410455,-0.424773,-0.396136,-0.329318,,,,,,
-0.353182,-0.415227,-0.415227,-0.415227,-0.396136,-0.334091,,,,,,
-0.343636,-0.415227,-0.415227,-0.420000,-0.396136,-0.329318,,,,,,
-0.338864,-0.415227,-0.415227,-0.424773,-0.391364,-0.334091,,,,,,
-0.338864,-0.405682,-0.415227,-0.424773,-0.386591,-0.329318,,,,,,
-0.338864,-0.405682,-0.420000,-0.429545,-0.386591,-0.329318,,,,,,
-0.343636,-0.415227,-0.424773,-0.410455,-0.386591,-0.338864,,,,,,
-0.377045,-0.448636,-0.424773,-0.391364,-0.405682,-0.343636,,,,,,
-0.357955,-0.439091,-0.424773,-0.400909,-0.391364,-0.343636,,,,,,
-0.338864,-0.415227,-0.429545,-0.420000,-0.377045,-0.334091,,,,,,
-0.338864,-0.415227,-0.429545,-0.424773,-0.381818,-0.334091,,,,,,
-0.338864,-0.420000,-0.424773,-0.424773,-0.386591,-0.334091,,,,,,
-0.338864,-0.415227,-0.424773,-0.424773,-0.386591,-0.334091,,,,,,
-0.343636,-0.415227,-0.424773,-0.424773,-0.386591,-0.334091,,,,,,
-0.348409,-0.420000,-0.424773,-0.410455,-0.386591,-0.334091,,,,,,
-0.338864,-0.429545,-0.429545,-0.410455,-0.386591,-0.343636,,,,,,
-0.338864,-0.424773,-0.424773,-0.420000,-0.386591,-0.338864,,,,,,
-0.338864,-0.415227,-0.424773,-0.424773,-0.386591,-0.334091,,,,,,
-0.343636,-0.424773,-0.429545,-0.410455,-0.386591,-0.343636,,,,,,
-0.348409,-0.439091,-0.434318,-0.405682,-0.386591,-0.348409,,,,,,
-0.353182,-0.448636,-0.434318,-0.396136,-0.386591,-0.353182,,,,,,
-0.367500,-0.458182,-0.424773,-0.386591,-0.391364,-0.357955,,,,,,
-0.357955,-0.443864,-0.429545,-0.391364,-0.386591,-0.353182,,,,,,
-0.348409,-0.434318,-0.424773,-0.410455,-0.386591,-0.343636,,,,,,
-0.348409,-0.424773,-0.424773,-0.415227,-0.386591,-0.334091,,,,,,
-0.353182,-0.429545,-0.424773,-0.405682,-0.391364,-0.343636,,,,,,
-0.348409,-0.434318,-0.424773,-0.410455,-0.386591,-0.343636,,,,,,
-0.348409,-0.429545,-0.424773,-0.410455,-0.386591,-0.343636,,,,,,
-0.353182,-0.434318,-0.424773,-0.405682,-0.391364,-0.343636,,,,,,
-0.348409,-0.424773,-0.424773,-0.410455,-0.386591,-0.343636,,,,,,
-0.353182,-0.424773,-0.424773,-0.410455,-0.391364,-0.334091,,,,,,
-0.362727,-0.434318,-0.424773,-0.405682,-0.396136,-0.338864,,,,,,
-0.353182,-0.420000,-0.415227,-0.415227,-0.396136,-0.334091,,,,,,
-0.338864,-0.405682,-0.415227,-0.424773,-0.386591,-0.329318,,,,,,
-0.338864,-0.410455,-0.420000,-0.424773,-0.386591,-0.334091,,,,,,
-0.343636,-0.415227,-0.420000,-0.415227,-0.391364,-0.334091,,,,,,
-0.348409,-0.405682,-0.405682,-0.420000,-0.396136,-0.329318,,,,,,
-0.338864,-0.396136,-0.405682,-0.424773,-0.396136,-0.324545,,,,,,
-0.329318,-0.391364,-0.405682,-0.439091,-0.386591,-0.319773,,,,,,
-0.324545,-0.377045,-0.405682,-0.448636,-0.386591,-0.315000,,,,,,
-0.334091,-0.381818,-0.396136,-0.443864,-0.391364,-0.315000,,,,,,
-0.338864,-0.386591,-0.396136,-0.443864,-0.396136,-0.315000,,,,,,
-0.338864,-0.381818,-0.396136,-0.443864,-0.396136,-0.315000,,,,,,
-0.338864,-0.381818,-0.400909,-0.443864,-0.386591,-0.315000,,,,,,
-0.338864,-0.391364,-0.410455,-0.434318,-0.386591,-0.319773,,,,,,
-0.329318,-0.396136,-0.420000,-0.439091,-0.386591,-0.324545,,,,,,
-0.329318,-0.396136,-0.415227,-0.443864,-0.386591,-0.324545,,,,,,
-0.329318,-0.391364,-0.415227,-0.434318,-0.386591,-0.324545,,,,,,
-0.334091,-0.400909,-0.420000,-0.434318,-0.386591,-0.329318,,,,,,
-0.338864,-0.400909,-0.415227,-0.434318,-0.386591,-0.329318,,,,,,
-0.338864,-0.405682,-0.420000,-0.424773,-0.386591,-0.334091,,,,,,
-0.329318,-0.415227,-0.424773,-0.424773,-0.377045,-0.334091,,,,,,
-0.329318,-0.415227,-0.429545,-0.424773,-0.377045,-0.334091,,,,,,
-0.338864,-0.420000,-0.424773,-0.420000,-0.381818,-0.338864,,,,,,
-0.348409,-0.429545,-0.429545,-0.405682,-0.386591,-0.348409,,,,,,
-0.348409,-0.439091,-0.439091,-0.405682,-0.386591,-0.353182,,,,,,
-0.353182,-0.448636,-0.443864,-0.396136,-0.386591,-0.357955,,,,,,
-0.367500,-0.458182,-0.434318,-0.381818,-0.391364,-0.362727,,,,,,
-0.362727,-0.453409,-0.439091,-0.386591,-0.386591,-0.362727,,,,,,
-0.353182,-0.453409,-0.439091,-0.396136,-0.386591,-0.362727,,,,,,
-0.357955,-0.453409,-0.434318,-0.396136,-0.386591,-0.362727,,,,,,
-0.357955,-0.443864,-0.434318,-0.400909,-0.386591,-0.353182,,,,,,
-0.348409,-0.443864,-0.434318,-0.405682,-0.386591,-0.353182,,,,,,
-0.353182,-0.448636,-0.434318,-0.396136,-0.386591,-0.357955,,,,,,
-0.362727,-0.458182,-0.434318,-0.386591,-0.391364,-0.362727,,,,,,
-0.381818,-0.472500,-0.434318,-0.367500,-0.400909,-0.367500,,,,,,
-0.400909,-0.486818,-0.424773,-0.353182,-0.410455,-0.372273,,,,,,
-0.381818,-0.461364,-0.424773,-0.372273,-0.410455,-0.353182,,,,,,
-0.305455,-0.381818,-0.415227,-0.448636,-0.367500,-0.310227,,,,,,
-0.167045,-0.238636,-0.415227,-0.601364,-0.310227,-0.243409,,,,,,
-0.000909,-0.057727,-0.405682,-0.777955,-0.229091,-0.153523,,,,,,
0.157500,0.124652,-0.377045,-0.930682,-0.023182,-0.042955,,,,,,
0.190909,0.181364,-0.353182,-0.973636,0.208807,-0.000000,,,,,,
0.071591,0.071591,-0.357955,-0.868134,-0.224318,-0.062045,,,,,,
-0.081136,-0.114545,-0.377045,-0.701591,-0.291136,-0.157500,,,,,,
-0.219545,-0.267273,-0.396136,-0.549659,-0.348409,-0.252955,,,,,,
-0.310227,-0.362727,-0.410455,-0.458182,-0.381818,-0.310227,,,,,,
-0.353182,-0.415227,-0.415227,-0.410455,-0.400909,-0.334091,,,,,,
-0.367500,-0.434318,-0.420000,-0.396136,-0.405682,-0.338864,,,,,,
-0.377045,-0.453409,-0.424773,-0.381818,-0.405682,-0.353182,,,,,,
-0.381818,-0.467727,-0.424773,-0.367500,-0.405682,-0.362727,,,,,,
-0.386591,-0.472500,-0.424773,-0.367500,-0.405682,-0.362727,,,,,,
-0.386591,-0.472500,-0.429545,-0.372273,-0.405682,-0.362727,,,,,,
-0.377045,-0.462955,-0.434318,-0.377045,-0.396136,-0.362727,,,,,,
-0.381818,-0.467727,-0.424773,-0.377045,-0.400909,-0.362727,,,,,,
-0.391364,-0.477273,-0.429545,-0.367500,-0.405682,-0.367500,,,,,,
-0.396136,-0.486818,-0.434318,-0.357955,-0.405682,-0.372273,,,,,,
-0.396136,-0.477273,-0.424773,-0.362727,-0.405682,-0.372273,,,,,,
-0.396136,-0.472500,-0.424773,-0.367500,-0.410455,-0.362727,,,,,,
-0.400909,-0.477273,-0.424773,-0.362727,-0.415227,-0.362727,,,,,,
-0.405682,-0.482045,-0.424773,-0.357955,-0.415227,-0.362727,,,,,,
-0.386591,-0.467727,-0.424773,-0.372273,-0.405682,-0.353182,,,,,,
-0.357955,-0.439091,-0.424773,-0.396136,-0.386591,-0.343636,,,,,,
-0.367500,-0.453409,-0.424773,-0.386591,-0.396136,-0.357955,,,,,,
-0.400909,-0.482045,-0.424773,-0.353182,-0.415227,-0.367500,,,,,,
-0.410455,-0.491591,-0.424773,-0.348409,-0.420000,-0.372273,,,,,,
-0.396136,-0.477273,-0.424773,-0.362727,-0.410455,-0.362727,,,,,,
-0.396136,-0.472500,-0.424773,-0.367500,-0.405682,-0.362727,,,,,,
-0.396136,-0.477273,-0.429545,-0.367500,-0.405682,-0.367500,,,,,,
-0.396136,-0.477273,-0.424773,-0.367500,-0.405682,-0.362727,,,,,,
-0.386591,-0.462955,-0.424773,-0.372273,-0.405682,-0.357955,,,,,,
-0.377045,-0.458182,-0.424773,-0.381818,-0.396136,-0.353182,,,,,,
-0.367500,-0.443864,-0.424773,-0.391364,-0.396136,-0.353182,,,,,,
-0.367500,-0.443864,-0.424773,-0.396136,-0.396136,-0.343636,,,,,,
-0.367500,-0.439091,-0.424773,-0.396136,-0.400909,-0.343636,,,,,,
-0.377045,-0.453409,-0.429545,-0.381818,-0.396136,-0.353182,,,,,,
-0.381818,-0.467727,-0.424773,-0.377045,-0.400909,-0.357955,,,,,,
-0.386591,-0.453409,-0.415227,-0.381818,-0.410455,-0.343636,,,,,,
-0.372273,-0.429545,-0.405682,-0.391364,-0.415227,-0.334091,,,,,,
-0.353182,-0.405682,-0.396136,-0.415227,-0.405682,-0.324545,,,,,,
-0.343636,-0.400909,-0.400909,-0.424773,-0.405682,-0.324545,,,,,,
-0.348409,-0.405682,-0.396136,-0.424773,-0.405682,-0.324545,,,,,,
-0.338864,-0.391364,-0.386591,-0.429545,-0.405682,-0.315000,,,,,,
-0.338864,-0.372273,-0.377045,-0.439091,-0.405682,-0.300682,,,,,,
-0.338864,-0.367500,-0.377045,-0.443864,-0.405682,-0.295909,,,,,,
-0.338864,-0.386591,-0.386591,-0.434318,-0.396136,-0.310227,,,,,,
-0.338864,-0.386591,-0.396136,-0.434318,-0.400909,-0.315000,,,,,,
-0.338864,-0.377045,-0.377045,-0.439091,-0.405682,-0.305455,,,,,,
-0.338864,-0.357955,-0.377045,-0.448636,-0.405682,-0.295909,,,,,,
-0.338864,-0.357955,-0.367500,-0.453409,-0.405682,-0.286364,,,,,,
-0.338864,-0.348409,-0.357955,-0.458182,-0.415227,-0.276818,,,,,,
-0.329318,-0.334091,-0.357955,-0.467727,-0.410455,-0.267273,,,,,,
-0.329318,-0.334091,-0.362727,-0.462955,-0.405682,-0.272045,,,,,,
-0.334091,-0.348409,-0.367500,-0.453409,-0.405682,-0.281591,,,,,,
-0.338864,-0.367500,-0.372273,-0.443864,-0.410455,-0.291136,,,,,,
-0.338864,-0.381818,-0.381818,-0.434318,-0.405682,-0.305455,,,,,,
-0.338864,-0.386591,-0.391364,-0.434318,-0.405682,-0.310227,,,,,,
-0.338864,-0.391364,-0.400909,-0.424773,-0.396136,-0.315000,,,,,,
-0.343636,-0.405682,-0.405682,-0.424773,-0.396136,-0.324545,,,,,,
-0.348409,-0.410455,-0.405682,-0.424773,-0.396136,-0.329318,,,,,,
-0.338864,-0.400909,-0.405682,-0.424773,-0.396136,-0.324545,,,,,,
-0.343636,-0.405682,-0.410455,-0.424773,-0.396136,-0.329318,,,,,,
-0.362727,-0.424773,-0.420000,-0.400909,-0.396136,-0.338864,,,,,,
-0.357955,-0.434318,-0.424773,-0.400909,-0.396136,-0.343636,,,,,,
-0.362727,-0.439091,-0.424773,-0.396136,-0.396136,-0.343636,,,,,,
-0.372273,-0.448636,-0.424773,-0.386591,-0.400909,-0.348409,,,,,,
-0.362727,-0.434318,-0.424773,-0.396136,-0.400909,-0.343636,,,,,,
-0.357955,-0.429545,-0.424773,-0.405682,-0.396136,-0.334091,,,,,,
-0.357955,-0.434318,-0.424773,-0.405682,-0.396136,-0.343636,,,,,,
-0.357955,-0.424773,-0.424773,-0.410455,-0.396136,-0.338864,,,,,,
-0.348409,-0.424773,-0.424773,-0.415227,-0.386591,-0.338864,,,,,,
-0.338864,-0.424773,-0.429545,-0.420000,-0.386591,-0.343636,,,,,,
-0.338864,-0.424773,-0.434318,-0.415227,-0.386591,-0.343636,,,,,,
-0.343636,-0.429545,-0.424773,-0.405682,-0.386591,-0.343636,,,,,,
-0.353182,-0.424773,-0.424773,-0.405682,-0.391364,-0.334091,,,,,,
-0.357955,-0.429545,-0.424773,-0.405682,-0.396136,-0.334091,,,,,,
-0.357955,-0.434318,-0.424773,-0.405682,-0.396136,-0.343636,,,,,,
-0.362727,-0.439091,-0.424773,-0.396136,-0.396136,-0.348409,,,,,,
-0.367500,-0.453409,-0.429545,-0.396136,-0.396136,-0.353182,,,,,,
-0.367500,-0.443864,-0.424773,-0.396136,-0.396136,-0.343636,,,,,,
-0.357955,-0.443864,-0.424773,-0.396136,-0.396136,-0.343636,,,,,,
-0.357955,-0.434318,-0.424773,-0.400909,-0.396136,-0.338864,,,,,,
-0.357955,-0.424773,-0.424773,-0.410455,-0.396136,-0.334091,,,,,,
-0.362727,-0.439091,-0.424773,-0.396136,-0.396136,-0.348409,,,,,,
-0.357955,-0.443864,-0.424773,-0.396136,-0.386591,-0.353182,,,,,,
-0.362727,-0.443864,-0.424773,-0.396136,-0.396136,-0.343636,,,,,,
-0.367500,-0.448636,-0.424773,-0.386591,-0.396136,-0.348409,,,,,,
-0.367500,-0.443864,-0.424773,-0.391364,-0.396136,-0.353182,,,,,,
-0.367500,-0.443864,-0.424773,-0.396136,-0.400909,-0.343636,,,,,,
-0.377045,-0.448636,-0.424773,-0.386591,-0.405682,-0.343636,,,,,,
-0.367500,-0.434318,-0.424773,-0.391364,-0.396136,-0.343636,,,,,,
-0.362727,-0.434318,-0.424773,-0.400909,-0.396136,-0.338864,,,,,,
-0.362727,-0.434318,-0.424773,-0.400909,-0.400909,-0.334091,,,,,,
-0.343636,-0.420000,-0.424773,-0.415227,-0.386591,-0.334091,,,,,,
-0.343636,-0.415227,-0.424773,-0.424773,-0.391364,-0.334091,,,,,,
-0.353182,-0.415227,-0.415227,-0.415227,-0.396136,-0.334091,,,,,,
-0.338864,-0.405682,-0.415227,-0.424773,-0.386591,-0.329318,,,,,,
-0.334091,-0.400909,-0.415227,-0.429545,-0.386591,-0.329318,,,,,,
-0.343636,-0.410455,-0.405682,-0.424773,-0.391364,-0.329318,,,,,,
-0.353182,-0.415227,-0.396136,-0.424773,-0.405682,-0.324545,,,,,,
-0.357955,-0.415227,-0.396136,-0.424773,-0.405682,-0.324545,,,,,,
-0.348409,-0.405682,-0.400909,-0.424773,-0.405682,-0.324545,,,,,,
-0.338864,-0.405682,-0.410455,-0.424773,-0.396136,-0.324545,,,,,,
-0.324545,-0.391364,-0.415227,-0.439091,-0.386591,-0.319773,,,,,,
-0.319773,-0.381818,-0.415227,-0.443864,-0.386591,-0.319773,,,,,,
-0.329318,-0.400909,-0.420000,-0.429545,-0.386591,-0.329318,,,,,,
-0.338864,-0.410455,-0.424773,-0.424773,-0.386591,-0.334091,,,,,,
-0.338864,-0.405682,-0.415227,-0.424773,-0.386591,-0.329318,,,,,,
-0.338864,-0.405682,-0.415227,-0.424773,-0.386591,-0.329318,,,,,,
-0.338864,-0.410455,-0.424773,-0.424773,-0.386591,-0.334091,,,,,,
-0.329318,-0.415227,-0.429545,-0.424773,-0.377045,-0.334091,,,,,,
-0.334091,-0.424773,-0.443864,-0.424773,-0.372273,-0.348409,,,,,,
-0.343636,-0.439091,-0.434318,-0.405682,-0.381818,-0.353182,,,,,,
-0.348409,-0.443864,-0.434318,-0.405682,-0.386591,-0.353182,,,,,,
-0.353182,-0.453409,-0.439091,-0.396136,-0.386591,-0.362727,,,,,,
-0.357955,-0.467727,-0.448636,-0.386591,-0.386591,-0.377045,,,,,,
-0.357955,-0.472500,-0.453409,-0.386591,-0.386591,-0.372273,,,,,,
-0.357955,-0.458182,-0.443864,-0.391364,-0.386591,-0.362727,,,,,,
-0.362727,-0.458182,-0.448636,-0.386591,-0.386591,-0.367500,,,,,,
-0.367500,-0.477273,-0.458182,-0.377045,-0.386591,-0.377045,,,,,,
-0.357955,-0.472500,-0.453409,-0.381818,-0.386591,-0.381818,,,,,,
