Lead_1,Lead_2,Lead_3,Lead_4,Lead_5,Lead_6,Lead_7,Lead_8,Lead_9,Lead_10,Lead_11,Lead_12
-0.343636,-0.458182,-0.458182,-0.396136,-0.377045,-0.372273,,,,,,
-0.338864,-0.458182,-0.462955,-0.400909,-0.377045,-0.372273,,,,,,
-0.353182,-0.467727,-0.453409,-0.391364,-0.381818,-0.372273,,,,,,
-0.377045,-0.477273,-0.434318,-0.367500,-0.396136,-0.372273,,,,,,
-0.400909,-0.491591,-0.439091,-0.348409,-0.405682,-0.381818,,,,,,
-0.391364,-0.486818,-0.443864,-0.357955,-0.396136,-0.377045,,,,,,
-0.367500,-0.458182,-0.424773,-0.381818,-0.386591,-0.357955,,,,,,
-0.319773,-0.400909,-0.424773,-0.429545,-0.367500,-0.334091,,,,,,
-0.198445,-0.291136,-0.429545,-0.544091,-0.317386,-0.286364,,,,,,
-0.033409,-0.134545,-0.439091,-0.706364,-0.238636,-0.210000,,,,,,
0.128864,0.038743,-0.434318,-0.866727,-0.157500,-0.123136,,,,,,
0.186136,0.119318,-0.410455,-0.940227,-0.128864,-0.066818,,,,,,
0.100227,0.057273,-0.391364,-0.871619,-0.186136,-0.081136,,,,,,
-0.052500,-0.105000,-0.400909,-0.714904,-0.262500,-0.167045,,,,,,
-0.190909,-0.248182,-0.410455,-0.577500,-0.329318,-0.248182,,,,,,
-0.276818,-0.334091,-0.415227,-0.486818,-0.367500,-0.300682,,,,,,
-0.338864,-0.400909,-0.415227,-0.420000,-0.396136,-0.329318,,,,,,
-0.372273,-0.443864,-0.420000,-0.391364,-0.400909,-0.353182,,,,,,
-0.367500,-0.462955,-0.434318,-0.381818,-0.386591,-0.362727,,,,,,
-0.357955,-0.458182,-0.443864,-0.391364,-0.386591,-0.362727,,,,,,
-0.362727,-0.462955,-0.443864,-0.386591,-0.386591,-0.362727,,,,,,
-0.381818,-0.477273,-0.443864,-0.367500,-0.396136,-0.372273,,,,,,
-0.381818,-0.482045,-0.443864,-0.367500,-0.396136,-0.377045,,,,,,
-0.362727,-0.472500,-0.448636,-0.377045,-0.386591,-0.372273,,,,,,
-0.367500,-0.477273,-0.458182,-0.377045,-0.386591,-0.381818,,,,,,
-0.386591,-0.501136,-0.462955,-0.353182,-0.391364,-0.396136,,,,,,
-0.396136,-0.510682,-0.462955,-0.343636,-0.396136,-0.400909,,,,,,
-0.396136,-0.501136,-0.443864,-0.348409,-0.396136,-0.391364,,,,,,
-0.381818,-0.482045,-0.443864,-0.362727,-0.396136,-0.372273,,,,,,
-0.362727,-0.472500,-0.448636,-0.381818,-0.386591,-0.377045,,,,,,
-0.357955,-0.472500,-0.462955,-0.386591,-0.381818,-0.381818,,,,,,
-0.372273,-0.486818,-0.462955,-0.362727,-0.386591,-0.386591,,,,,,
-0.381818,-0.496364,-0.462955,-0.362727,-0.386591,-0.396136,,,,,,
-0.367500,-0.482045,-0.453409,-0.372273,-0.386591,-0.381818,,,,,,
-0.367500,-0.472500,-0.453409,-0.377045,-0.386591,-0.372273,,,,,,
-0.372273,-0.482045,-0.458182,-0.367500,-0.386591,-0.381818,,,,,,
-0.377045,-0.496364,-0.467727,-0.362727,-0.386591,-0.396136,,,,,,
-0.362727,-0.491591,-0.472500,-0.372273,-0.377045,-0.400909,,,,,,
-0.348409,-0.472500,-0.462955,-0.381818,-0.377045,-0.381818,,,,,,
-0.353182,-0.462955,-0.453409,-0.386591,-0.381818,-0.372273,,,,,,
-0.362727,-0.467727,-0.443864,-0.386591,-0.386591,-0.372273,,,,,,
-0.367500,-0.472500,-0.448636,-0.377045,-0.386591,-0.372273,,,,,,
-0.357955,-0.472500,-0.453409,-0.381818,-0.386591,-0.377045,,,,,,
-0.357955,-0.472500,-0.462955,-0.386591,-0.377045,-0.381818,,,,,,
-0.348409,-0.462955,-0.462955,-0.391364,-0.377045,-0.372273,,,,,,
-0.338864,-0.448636,-0.443864,-0.400909,-0.377045,-0.362727,,,,,,
-0.343636,-0.443864,-0.434318,-0.405682,-0.386591,-0.353182,,,,,,
-0.343636,-0.429545,-0.424773,-0.410455,-0.386591,-0.343636,,,,,,
-0.338864,-0.424773,-0.434318,-0.415227,-0.386591,-0.343636,,,,,,
-0.343636,-0.429545,-0.434318,-0.410455,-0.386591,-0.348409,,,,,,
-0.353182,-0.448636,-0.439091,-0.396136,-0.386591,-0.357955,,,,,,
-0.343636,-0.434318,-0.434318,-0.410455,-0.377045,-0.348409,,,,,,
-0.310227,-0.391364,-0.424773,-0.443864,-0.367500,-0.324545,,,,,,
-0.310227,-0.386591,-0.424773,-0.448636,-0.377045,-0.324545,,,,,,
-0.329318,-0.405682,-0.424773,-0.429545,-0.386591,-0.334091,,,,,,
-0.329318,-0.400909,-0.424773,-0.429545,-0.386591,-0.329318,,,,,,
-0.329318,-0.396136,-0.415227,-0.439091,-0.386591,-0.329318,,,,,,
-0.329318,-0.396136,-0.415227,-0.434318,-0.386591,-0.329318,,,,,,
-0.315000,-0.381818,-0.415227,-0.453409,-0.386591,-0.319773,,,,,,
-0.315000,-0.377045,-0.405682,-0.453409,-0.386591,-0.315000,,,,,,
-0.329318,-0.377045,-0.396136,-0.443864,-0.391364,-0.315000,,,,,,
-0.329318,-0.377045,-0.396136,-0.443864,-0.396136,-0.315000,,,,,,
-0.329318,-0.377045,-0.396136,-0.448636,-0.386591,-0.305455,,,,,,
-0.319773,-0.367500,-0.396136,-0.458182,-0.386591,-0.305455,,,,,,
-0.319773,-0.367500,-0.400909,-0.453409,-0.386591,-0.305455,,,,,,
-0.319773,-0.381818,-0.410455,-0.443864,-0.386591,-0.319773,,,,,,
-0.324545,-0.391364,-0.424773,-0.443864,-0.386591,-0.329318,,,,,,
-0.334091,-0.400909,-0.424773,-0.429545,-0.386591,-0.334091,,,,,,
-0.338864,-0.420000,-0.429545,-0.415227,-0.386591,-0.338864,,,,,,
-0.348409,-0.443864,-0.434318,-0.400909,-0.386591,-0.353182,,,,,,
-0.362727,-0.453409,-0.424773,-0.391364,-0.391364,-0.353182,,,,,,
-0.362727,-0.443864,-0.424773,-0.391364,-0.396136,-0.348409,,,,,,
-0.348409,-0.434318,-0.424773,-0.405682,-0.386591,-0.343636,,,,,,
-0.338864,-0.424773,-0.424773,-0.420000,-0.386591,-0.334091,,,,,,
-0.343636,-0.434318,-0.429545,-0.410455,-0.386591,-0.348409,,,,,,
-0.353182,-0.448636,-0.439091,-0.396136,-0.386591,-0.357955,,,,,,
-0.348409,-0.443864,-0.443864,-0.400909,-0.386591,-0.362727,,,,,,
-0.338864,-0.434318,-0.443864,-0.410455,-0.386591,-0.353182,,,,,,
-0.343636,-0.434318,-0.434318,-0.405682,-0.386591,-0.353182,,,,,,
-0.348409,-0.443864,-0.434318,-0.405682,-0.386591,-0.353182,,,,,,
-0.353182,-0.443864,-0.434318,-0.405682,-0.386591,-0.353182,,,,,,
-0.348409,-0.434318,-0.429545,-0.405682,-0.386591,-0.353182,,,,,,
-0.338864,-0.424773,-0.434318,-0.415227,-0.386591,-0.343636,,,,,,
-0.338864,-0.420000,-0.434318,-0.424773,-0.386591,-0.343636,,,,,,
-0.348409,-0.434318,-0.434318,-0.410455,-0.386591,-0.353182,,,,,,
-0.372273,-0.467727,-0.434318,-0.381818,-0.391364,-0.367500,,,,,,
-0.391364,-0.477273,-0.434318,-0.362727,-0.400909,-0.372273,,,,,,
-0.381818,-0.467727,-0.434318,-0.372273,-0.396136,-0.362727,,,,,,
-0.367500,-0.462955,-0.434318,-0.386591,-0.386591,-0.362727,,,,,,
-0.362727,-0.453409,-0.434318,-0.391364,-0.386591,-0.357955,,,,,,
-0.348409,-0.439091,-0.434318,-0.400909,-0.386591,-0.353182,,,,,,
-0.343636,-0.439091,-0.439091,-0.405682,-0.386591,-0.357955,,,,,,
-0.353182,-0.448636,-0.434318,-0.396136,-0.386591,-0.357955,,,,,,
-0.357955,-0.439091,-0.424773,-0.400909,-0.391364,-0.343636,,,,,,
-0.367500,-0.434318,-0.420000,-0.396136,-0.400909,-0.334091,,,,,,
-0.377045,-0.439091,-0.415227,-0.391364,-0.405682,-0.338864,,,,,,
-0.367500,-0.443864,-0.424773,-0.391364,-0.396136,-0.343636,,,,,,
-0.357955,-0.434318,-0.424773,-0.400909,-0.386591,-0.343636,,,,,,
-0.357955,-0.424773,-0.424773,-0.410455,-0.391364,-0.338864,,,,,,
-0.362727,-0.429545,-0.424773,-0.405682,-0.400909,-0.334091,,,,,,
-0.372273,-0.443864,-0.424773,-0.391364,-0.405682,-0.348409,,,,,,
-0.377045,-0.453409,-0.424773,-0.386591,-0.396136,-0.353182,,,,,,
-0.372273,-0.453409,-0.424773,-0.386591,-0.400909,-0.353182,,,,,,
-0.377045,-0.448636,-0.424773,-0.386591,-0.400909,-0.343636,,,,,,
-0.367500,-0.434318,-0.424773,-0.396136,-0.400909,-0.343636,,,,,,
-0.348409,-0.420000,-0.415227,-0.415227,-0.396136,-0.334091,,,,,,
-0.338864,-0.405682,-0.405682,-0.424773,-0.396136,-0.329318,,,,,,
-0.338864,-0.405682,-0.410455,-0.424773,-0.396136,-0.329318,,,,,,
-0.338864,-0.405682,-0.405682,-0.424773,-0.396136,-0.329318,,,,,,
-0.338864,-0.396136,-0.405682,-0.424773,-0.396136,-0.324545,,,,,,
-0.338864,-0.396136,-0.396136,-0.429545,-0.396136,-0.315000,,,,,,
-0.343636,-0.391364,-0.386591,-0.424773,-0.405682,-0.315000,,,,,,
-0.338864,-0.386591,-0.386591,-0.429545,-0.405682,-0.315000,,,,,,
-0.338864,-0.386591,-0.391364,-0.434318,-0.405682,-0.315000,,,,,,
-0.343636,-0.396136,-0.396136,-0.424773,-0.405682,-0.319773,,,,,,
-0.338864,-0.410455,-0.410455,-0.424773,-0.396136,-0.324545,,,,,,
-0.329318,-0.400909,-0.415227,-0.429545,-0.386591,-0.324545,,,,,,
-0.319773,-0.386591,-0.415227,-0.448636,-0.386591,-0.324545,,,,,,
-0.319773,-0.386591,-0.420000,-0.448636,-0.386591,-0.324545,,,,,,
-0.319773,-0.400909,-0.424773,-0.443864,-0.377045,-0.334091,,,,,,
-0.319773,-0.396136,-0.424773,-0.443864,-0.377045,-0.329318,,,,,,
-0.324545,-0.396136,-0.424773,-0.443864,-0.381818,-0.329318,,,,,,
-0.334091,-0.410455,-0.424773,-0.424773,-0.386591,-0.334091,,,,,,
-0.338864,-0.420000,-0.429545,-0.424773,-0.381818,-0.338864,,,,,,
-0.348409,-0.443864,-0.439091,-0.400909,-0.386591,-0.353182,,,,,,
-0.357955,-0.458182,-0.443864,-0.386591,-0.386591,-0.367500,,,,,,
-0.362727,-0.467727,-0.443864,-0.377045,-0.386591,-0.372273,,,,,,
-0.367500,-0.472500,-0.448636,-0.377045,-0.386591,-0.372273,,,,,,
-0.377045,-0.482045,-0.453409,-0.367500,-0.386591,-0.377045,,,,,,
-0.386591,-0.491591,-0.443864,-0.357955,-0.396136,-0.381818,,,,,,
-0.381818,-0.477273,-0.443864,-0.367500,-0.386591,-0.372273,,,,,,
-0.357955,-0.458182,-0.443864,-0.386591,-0.386591,-0.362727,,,,,,
-0.357955,-0.458182,-0.443864,-0.396136,-0.386591,-0.362727,,,,,,
-0.357955,-0.462955,-0.443864,-0.386591,-0.386591,-0.362727,,,,,,
-0.372273,-0.467727,-0.443864,-0.377045,-0.386591,-0.367500,,,,,,
-0.381818,-0.482045,-0.448636,-0.367500,-0.386591,-0.377045,,,,,,
-0.381818,-0.491591,-0.453409,-0.362727,-0.386591,-0.381818,,,,,,
-0.367500,-0.462955,-0.434318,-0.381818,-0.391364,-0.362727,,,,,,
-0.324545,-0.400909,-0.424773,-0.434318,-0.369091,-0.329318,,,,,,
-0.198445,-0.281591,-0.424773,-0.544091,-0.334091,-0.276818,,,,,,
-0.041894,-0.118841,-0.424773,-0.705861,-0.257727,-0.190909,,,,,,
0.085909,0.033409,-0.396136,-0.852955,-0.195682,-0.105000,,,,,,
0.128864,0.114545,-0.362727,-0.925909,-0.186136,-0.042955,,,,,,
0.074161,0.069545,-0.353182,-0.873409,-0.220909,-0.052500,,,,,,
-0.052500,-0.076364,-0.362727,-0.735000,-0.281591,-0.127996,,,,,,
-0.180629,-0.210000,-0.377045,-0.601364,-0.338864,-0.210000,,,,,,
-0.272045,-0.304587,-0.386591,-0.501136,-0.372273,-0.267273,,,,,,
-0.334091,-0.381818,-0.396136,-0.441000,-0.396136,-0.310227,,,,,,
-0.357955,-0.415227,-0.415227,-0.410455,-0.396136,-0.338864,,,,,,
-0.372273,-0.458182,-0.429545,-0.386591,-0.396136,-0.353182,,,,,,
-0.377045,-0.477273,-0.439091,-0.377045,-0.391364,-0.367500,,,,,,
-0.377045,-0.482045,-0.448636,-0.377045,-0.386591,-0.377045,,,,,,
-0.367500,-0.477273,-0.453409,-0.372273,-0.386591,-0.377045,,,,,,
-0.367500,-0.462955,-0.443864,-0.381818,-0.386591,-0.362727,,,,,,
-0.367500,-0.467727,-0.439091,-0.386591,-0.386591,-0.367500,,,,,,
-0.372273,-0.482045,-0.448636,-0.367500,-0.386591,-0.377045,,,,,,
-0.377045,-0.486818,-0.453409,-0.367500,-0.386591,-0.381818,,,,,,
-0.377045,-0.477273,-0.443864,-0.372273,-0.386591,-0.372273,,,,,,
-0.377045,-0.472500,-0.443864,-0.377045,-0.386591,-0.372273,,,,,,
-0.367500,-0.477273,-0.448636,-0.377045,-0.386591,-0.377045,,,,,,
-0.367500,-0.482045,-0.453409,-0.377045,-0.386591,-0.381818,,,,,,
-0.377045,-0.482045,-0.443864,-0.367500,-0.391364,-0.372273,,,,,,
-0.377045,-0.472500,-0.434318,-0.372273,-0.396136,-0.372273,,,,,,
-0.362727,-0.458182,-0.434318,-0.386591,-0.386591,-0.362727,,,,,,
-0.357955,-0.458182,-0.443864,-0.396136,-0.386591,-0.362727,,,,,,
-0.362727,-0.462955,-0.443864,-0.386591,-0.386591,-0.367500,,,,,,
-0.367500,-0.462955,-0.443864,-0.386591,-0.386591,-0.372273,,,,,,
-0.357955,-0.462955,-0.448636,-0.386591,-0.386591,-0.372273,,,,,,
-0.357955,-0.462955,-0.443864,-0.386591,-0.386591,-0.372273,,,,,,
-0.348409,-0.448636,-0.434318,-0.396136,-0.386591,-0.357955,,,,,,
-0.343636,-0.439091,-0.439091,-0.405682,-0.386591,-0.357955,,,,,,
-0.357955,-0.458182,-0.443864,-0.391364,-0.386591,-0.367500,,,,,,
-0.372273,-0.477273,-0.443864,-0.377045,-0.391364,-0.372273,,,,,,
-0.367500,-0.467727,-0.439091,-0.381818,-0.386591,-0.367500,,,,,,
-0.357955,-0.453409,-0.443864,-0.391364,-0.386591,-0.362727,,,,,,
-0.353182,-0.453409,-0.443864,-0.396136,-0.386591,-0.362727,,,,,,
-0.348409,-0.453409,-0.443864,-0.400909,-0.386591,-0.362727,,,,,,
-0.348409,-0.443864,-0.443864,-0.405682,-0.386591,-0.353182,,,,,,
-0.338864,-0.434318,-0.434318,-0.410455,-0.386591,-0.353182,,,,,,
-0.338864,-0.424773,-0.424773,-0.415227,-0.386591,-0.343636,,,,,,
-0.343636,-0.415227,-0.424773,-0.420000,-0.386591,-0.334091,,,,,,
-0.348409,-0.415227,-0.415227,-0.420000,-0.391364,-0.334091,,,,,,
-0.338864,-0.405682,-0.405682,-0.424773,-0.396136,-0.324545,,,,,,
-0.338864,-0.391364,-0.405682,-0.439091,-0.396136,-0.319773,,,,,,
-0.338864,-0.377045,-0.396136,-0.443864,-0.396136,-0.315000,,,,,,
-0.338864,-0.377045,-0.396136,-0.443864,-0.396136,-0.315000,,,,,,
-0.329318,-0.367500,-0.396136,-0.448636,-0.386591,-0.305455,,,,,,
-0.310227,-0.357955,-0.396136,-0.458182,-0.386591,-0.305455,,,,,,
-0.315000,-0.357955,-0.396136,-0.462955,-0.386591,-0.295909,,,,,,
-0.329318,-0.357955,-0.381818,-0.453409,-0.400909,-0.295909,,,,,,
-0.329318,-0.357955,-0.377045,-0.458182,-0.405682,-0.286364,,,,,,
-0.319773,-0.348409,-0.377045,-0.462955,-0.396136,-0.286364,,,,,,
-0.324545,-0.353182,-0.386591,-0.458182,-0.396136,-0.291136,,,,,,
-0.329318,-0.362727,-0.386591,-0.453409,-0.396136,-0.295909,,,,,,
-0.329318,-0.372273,-0.391364,-0.443864,-0.396136,-0.305455,,,,,,
-0.338864,-0.381818,-0.396136,-0.443864,-0.396136,-0.310227,,,,,,
-0.338864,-0.386591,-0.396136,-0.434318,-0.396136,-0.315000,,,,,,
-0.338864,-0.391364,-0.405682,-0.434318,-0.386591,-0.319773,,,,,,
-0.338864,-0.405682,-0.415227,-0.424773,-0.386591,-0.329318,,,,,,
-0.343636,-0.415227,-0.420000,-0.415227,-0.391364,-0.334091,,,,,,
-0.348409,-0.415227,-0.424773,-0.415227,-0.396136,-0.334091,,,,,,
-0.338864,-0.415227,-0.415227,-0.424773,-0.386591,-0.334091,,,,,,
-0.343636,-0.415227,-0.420000,-0.410455,-0.386591,-0.334091,,,,,,
-0.357955,-0.439091,-0.424773,-0.396136,-0.391364,-0.343636,,,,,,
-0.367500,-0.434318,-0.424773,-0.396136,-0.396136,-0.343636,,,,,,
-0.357955,-0.434318,-0.424773,-0.400909,-0.396136,-0.334091,,,,,,
-0.348409,-0.434318,-0.424773,-0.410455,-0.386591,-0.343636,,,,,,
-0.353182,-0.439091,-0.424773,-0.400909,-0.386591,-0.348409,,,,,,
-0.362727,-0.448636,-0.424773,-0.391364,-0.400909,-0.343636,,,,,,
-0.367500,-0.443864,-0.424773,-0.396136,-0.396136,-0.343636,,,,,,
-0.367500,-0.453409,-0.429545,-0.386591,-0.396136,-0.353182,,,,,,
-0.367500,-0.458182,-0.434318,-0.391364,-0.386591,-0.357955,,,,,,
-0.362727,-0.448636,-0.424773,-0.391364,-0.391364,-0.353182,,,,,,
-0.357955,-0.443864,-0.424773,-0.396136,-0.396136,-0.353182,,,,,,
-0.348409,-0.434318,-0.429545,-0.405682,-0.386591,-0.343636,,,,,,
-0.338864,-0.424773,-0.434318,-0.420000,-0.386591,-0.343636,,,,,,
-0.338864,-0.424773,-0.434318,-0.415227,-0.386591,-0.343636,,,,,,
-0.348409,-0.439091,-0.434318,-0.400909,-0.386591,-0.348409,,,,,,
-0.377045,-0.462955,-0.434318,-0.377045,-0.396136,-0.362727,,,,,,
-0.377045,-0.467727,-0.434318,-0.377045,-0.396136,-0.362727,,,,,,
-0.367500,-0.448636,-0.424773,-0.386591,-0.396136,-0.348409,,,,,,
-0.357955,-0.434318,-0.424773,-0.400909,-0.391364,-0.343636,,,,,,
-0.353182,-0.439091,-0.429545,-0.405682,-0.386591,-0.348409,,,,,,
-0.362727,-0.448636,-0.434318,-0.396136,-0.391364,-0.353182,,,,,,
-0.367500,-0.443864,-0.424773,-0.391364,-0.396136,-0.343636,,,,,,
-0.367500,-0.434318,-0.424773,-0.400909,-0.396136,-0.338864,,,,,,
-0.357955,-0.429545,-0.424773,-0.405682,-0.396136,-0.334091,,,,,,
-0.357955,-0.434318,-0.424773,-0.405682,-0.396136,-0.343636,,,,,,
-0.357955,-0.434318,-0.424773,-0.405682,-0.386591,-0.343636,,,,,,
-0.348409,-0.424773,-0.424773,-0.410455,-0.386591,-0.338864,,,,,,
-0.348409,-0.424773,-0.424773,-0.415227,-0.386591,-0.334091,,,,,,
-0.348409,-0.424773,-0.424773,-0.415227,-0.386591,-0.334091,,,,,,
-0.353182,-0.424773,-0.424773,-0.410455,-0.396136,-0.334091,,,,,,
-0.348409,-0.429545,-0.424773,-0.405682,-0.386591,-0.343636,,,,,,
-0.348409,-0.434318,-0.424773,-0.405682,-0.386591,-0.343636,,,,,,
-0.353182,-0.424773,-0.415227,-0.410455,-0.391364,-0.334091,,,,,,
-0.353182,-0.415227,-0.405682,-0.420000,-0.400909,-0.329318,,,,,,
-0.338864,-0.405682,-0.410455,-0.424773,-0.396136,-0.329318,,,,,,
-0.329318,-0.396136,-0.415227,-0.429545,-0.386591,-0.324545,,,,,,
-0.329318,-0.377045,-0.405682,-0.443864,-0.386591,-0.315000,,,,,,
-0.334091,-0.381818,-0.396136,-0.443864,-0.391364,-0.315000,,,,,,
-0.338864,-0.386591,-0.396136,-0.434318,-0.396136,-0.315000,,,,,,
-0.338864,-0.377045,-0.396136,-0.443864,-0.396136,-0.315000,,,,,,
-0.338864,-0.381818,-0.400909,-0.439091,-0.396136,-0.315000,,,,,,
-0.329318,-0.386591,-0.410455,-0.439091,-0.386591,-0.324545,,,,,,
-0.329318,-0.391364,-0.420000,-0.443864,-0.386591,-0.324545,,,,,,
-0.329318,-0.400909,-0.424773,-0.434318,-0.386591,-0.334091,,,,,,
-0.329318,-0.396136,-0.424773,-0.434318,-0.386591,-0.329318,,,,,,
-0.319773,-0.386591,-0.415227,-0.439091,-0.386591,-0.324545,,,,,,
-0.310227,-0.377045,-0.420000,-0.458182,-0.377045,-0.324545,,,,,,
-0.310227,-0.386591,-0.429545,-0.448636,-0.367500,-0.329318,,,,,,
-0.310227,-0.405682,-0.439091,-0.439091,-0.362727,-0.338864,,,,,,
-0.315000,-0.415227,-0.443864,-0.424773,-0.362727,-0.343636,,,,,,
-0.334091,-0.420000,-0.434318,-0.424773,-0.377045,-0.343636,,,,,,
-0.343636,-0.429545,-0.439091,-0.410455,-0.386591,-0.353182,,,,,,
-0.357955,-0.462955,-0.443864,-0.391364,-0.386591,-0.367500,,,,,,
-0.367500,-0.462955,-0.443864,-0.381818,-0.386591,-0.372273,,,,,,
-0.357955,-0.462955,-0.443864,-0.391364,-0.386591,-0.367500,,,,,,
-0.353182,-0.467727,-0.458182,-0.386591,-0.377045,-0.377045,,,,,,
-0.343636,-0.458182,-0.453409,-0.396136,-0.377045,-0.367500,,,,,,
-0.343636,-0.458182,-0.453409,-0.396136,-0.381818,-0.367500,,,,,,
-0.348409,-0.462955,-0.453409,-0.396136,-0.381818,-0.372273,,,,,,
-0.362727,-0.472500,-0.453409,-0.377045,-0.386591,-0.377045,,,,,,
-0.367500,-0.472500,-0.453409,-0.381818,-0.386591,-0.372273,,,,,,
-0.357955,-0.467727,-0.453409,-0.386591,-0.386591,-0.372273,,,,,,
-0.367500,-0.482045,-0.458182,-0.372273,-0.386591,-0.381818,,,,,,
-0.381818,-0.496364,-0.462955,-0.357955,-0.386591,-0.391364,,,,,,
-0.372273,-0.482045,-0.453409,-0.362727,-0.386591,-0.381818,,,,,,
-0.329318,-0.424773,-0.434318,-0.420000,-0.372273,-0.353182,,,,,,
-0.243409,-0.315561,-0.424773,-0.510682,-0.343636,-0.295909,,,,,,
-0.105000,-0.167045,-0.420000,-0.669187,-0.276818,-0.219545,,,,,,
0.057273,-0.014318,-0.424773,-0.831016,-0.190909,-0.143182,,,,,,
0.171818,0.114545,-0.405682,-0.945000,-0.143182,-0.066818,,,,,,
0.162273,0.138409,-0.372273,-0.945000,-0.167045,-0.038182,,,,,,
0.033409,0.010375,-0.381818,-0.814835,-0.229091,-0.105000,,,,,,
-0.124091,-0.176591,-0.410455,-0.649091,-0.291136,-0.210000,,,,,,
-0.242614,-0.308864,-0.424773,-0.505909,-0.343636,-0.295909,,,,,,
-0.329318,-0.400909,-0.415227,-0.430909,-0.391364,-0.334091,,,,,,
-0.372273,-0.443864,-0.420000,-0.391364,-0.396136,-0.348409,,,,,,
-0.367500,-0.458182,-0.434318,-0.386591,-0.386591,-0.362727,,,,,,
-0.367500,-0.472500,-0.443864,-0.386591,-0.386591,-0.372273,,,,,,
-0.377045,-0.482045,-0.448636,-0.367500,-0.386591,-0.377045,,,,,,
-0.381818,-0.496364,-0.458182,-0.362727,-0.386591,-0.386591,,,,,,
-0.362727,-0.477273,-0.462955,-0.377045,-0.377045,-0.381818,,,,,,
-0.353182,-0.467727,-0.453409,-0.386591,-0.381818,-0.372273,,,,,,
-0.377045,-0.482045,-0.453409,-0.367500,-0.386591,-0.377045,,,,,,
-0.391364,-0.501136,-0.453409,-0.348409,-0.396136,-0.391364,,,,,,
-0.396136,-0.510682,-0.458182,-0.348409,-0.396136,-0.400909,,,,,,
-0.381818,-0.496364,-0.453409,-0.357955,-0.386591,-0.386591,,,,,,
-0.362727,-0.482045,-0.458182,-0.372273,-0.386591,-0.381818,,,,,,
-0.362727,-0.486818,-0.467727,-0.372273,-0.381818,-0.386591,,,,,,
-0.377045,-0.496364,-0.462955,-0.357955,-0.386591,-0.391364,,,,,,
-0.386591,-0.501136,-0.453409,-0.357955,-0.391364,-0.391364,,,,,,
-0.377045,-0.482045,-0.453409,-0.362727,-0.386591,-0.381818,,,,,,
-0.367500,-0.486818,-0.458182,-0.367500,-0.386591,-0.386591,,,,,,
-0.377045,-0.491591,-0.453409,-0.367500,-0.386591,-0.391364,,,,,,
-0.367500,-0.482045,-0.453409,-0.372273,-0.386591,-0.381818,,,,,,
-0.357955,-0.482045,-0.458182,-0.381818,-0.377045,-0.381818,,,,,,
-0.357955,-0.482045,-0.462955,-0.377045,-0.381818,-0.381818,,,,,,
-0.362727,-0.482045,-0.458182,-0.377045,-0.386591,-0.381818,,,,,,
-0.367500,-0.472500,-0.453409,-0.377045,-0.386591,-0.381818,,,,,,
-0.348409,-0.458182,-0.453409,-0.396136,-0.377045,-0.372273,,,,,,
-0.338864,-0.453409,-0.453409,-0.405682,-0.377045,-0.367500,,,,,,
-0.343636,-0.458182,-0.453409,-0.396136,-0.377045,-0.372273,,,,,,
-0.372273,-0.482045,-0.453409,-0.372273,-0.386591,-0.377045,,,,,,
-0.381818,-0.477273,-0.443864,-0.362727,-0.386591,-0.377045,,,,,,
-0.353182,-0.453409,-0.443864,-0.391364,-0.377045,-0.357955,,,,,,
-0.334091,-0.429545,-0.443864,-0.420000,-0.372273,-0.353182,,,,,,
-0.348409,-0.448636,-0.443864,-0.405682,-0.377045,-0.357955,,,,,,
-0.362727,-0.453409,-0.429545,-0.391364,-0.386591,-0.353182,,,,,,
-0.343636,-0.429545,-0.424773,-0.415227,-0.386591,-0.343636,,,,,,
-0.338864,-0.424773,-0.424773,-0.424773,-0.386591,-0.334091,,,,,,
-0.338864,-0.415227,-0.424773,-0.424773,-0.386591,-0.334091,,,,,,
-0.338864,-0.405682,-0.424773,-0.424773,-0.386591,-0.334091,,,,,,
-0.334091,-0.400909,-0.424773,-0.429545,-0.386591,-0.329318,,,,,,
-0.319773,-0.391364,-0.424773,-0.443864,-0.377045,-0.324545,,,,,,
-0.315000,-0.377045,-0.415227,-0.453409,-0.381818,-0.324545,,,,,,
-0.324545,-0.377045,-0.405682,-0.453409,-0.386591,-0.315000,,,,,,
-0.319773,-0.367500,-0.396136,-0.458182,-0.386591,-0.305455,,,,,,
-0.319773,-0.357955,-0.396136,-0.462955,-0.386591,-0.305455,,,,,,
-0.310227,-0.348409,-0.396136,-0.467727,-0.386591,-0.295909,,,,,,
-0.315000,-0.348409,-0.386591,-0.472500,-0.386591,-0.295909,,,,,,
,,,,,,-0.095455,-0.057273,-0.229091,-0.424773,-0.434318,-0.315000
,,,,,,-0.085909,-0.057273,-0.229091,-0.434318,-0.439091,-0.315000
,,,,,,-0.085909,-0.062045,-0.233864,-0.443864,-0.453409,-0.329318
,,,,,,-0.090682,-0.066818,-0.243409,-0.458182,-0.462955,-0.338864
,,,,,,-0.095455,-0.071591,-0.248182,-0.462955,-0.467727,-0.343636
,,,,,,-0.095455,-0.066818,-0.248182,-0.458182,-0.472500,-0.343636
,,,,,,-0.095455,-0.066818,-0.248182,-0.448636,-0.472500,-0.343636
,,,,,,-0.095455,-0.066818,-0.248182,-0.448636,-0.462955,-0.348409
,,,,,,-0.100227,-0.071591,-0.252955,-0.453409,-0.462955,-0.353182
,,,,,,-0.105000,-0.076364,-0.257727,-0.448636,-0.453409,-0.343636
